제품 코드,건수,예시_제품군
P0317A-08.00PCH3,1,Clalen O2O2 D_Pale Choco_샘플(5P) + -08.00
P0317A-07.00PCH3,1,Clalen O2O2 D_Pale Choco_샘플(5P) + -07.00
P0317A-06.50PCH3,1,Clalen O2O2 D_Pale Choco_샘플(5P) + -06.50
R5317-02.00CED,1,BELLA D_Cedar + -02.00
R5387-04.00STA,1,BELLA D_Star + -04.00
R5387-03.75STA,1,BELLA D_Star + -03.75
R5387-00.00STA,1,BELLA D_Star + -00.00
R3407-03.50ASG,1,Clalen O2O2 D_Ash Gray EX_샘플(5P) + -03.50
R3407-01.75ASG,1,Clalen O2O2 D_Ash Gray EX_샘플(5P) + -01.75
R3407-01.25ASG,1,Clalen O2O2 D_Ash Gray EX_샘플(5P) + -01.25
R3407-01.00ASG,1,Clalen O2O2 D_Ash Gray EX_샘플(5P) + -01.00
R3407-00.50ASG,1,Clalen O2O2 D_Ash Gray EX_샘플(5P) + -00.50
R3406-05.00ASB,1,Clalen O2O2 D_Ash Brown EX_샘플(5P) + -05.00
R3406-03.75ASB,1,Clalen O2O2 D_Ash Brown EX_샘플(5P) + -03.75
R3406-01.50ASB,1,Clalen O2O2 D_Ash Brown EX_샘플(5P) + -01.50
R3406-00.00ASB,1,Clalen O2O2 D_Ash Brown EX_샘플(5P) + -00.00
R3405-08.00SPC,1,Clalen O2O2 D_Sepia Choco EX_샘플(5P) + -08.00
R3405-06.00SPC,1,Clalen O2O2 D_Sepia Choco EX_샘플(5P) + -06.00
R3405-05.50SPC,1,Clalen O2O2 D_Sepia Choco EX_샘플(5P) + -05.50
Q0174-03.00DBK3,1,Clalen O2O2 M_Micelia_Deep Black_45%_2P + -03.00
Q0174-02.75DBK3,1,Clalen O2O2 M_Micelia_Deep Black_45%_2P + -02.75
Q0174-02.50DBK3,1,Clalen O2O2 M_Micelia_Deep Black_45%_2P + -02.50
Q0174-02.25DBK3,1,Clalen O2O2 M_Micelia_Deep Black_45%_2P + -02.25
Q0174-02.00DBK3,1,Clalen O2O2 M_Micelia_Deep Black_45%_2P + -02.00
Q0174-01.25DBK3,1,Clalen O2O2 M_Micelia_Deep Black_45%_2P + -01.25
Q0174-01.00DBK3,1,Clalen O2O2 M_Micelia_Deep Black_45%_2P + -01.00
Q0174-00.00DBK3,1,Clalen O2O2 M_Micelia_Deep Black_45%_2P + -00.00
P5424A-07.00,1,Winc Clear Air Plus 1Day_30P + -07.00
P5424A-04.25,1,Winc Clear Air Plus 1Day_30P + -04.25
P5424A-03.25,1,Winc Clear Air Plus 1Day_30P + -03.25
P5424A-01.75,1,Winc Clear Air Plus 1Day_30P + -01.75
P5424A-01.25,1,Winc Clear Air Plus 1Day_30P + -01.25
P5423A-08.00,1,Clalen O2O2 1Day_샘플(5P) + -08.00
R5378-04.00LVA,1,DYE D_LAVA + -04.00
R5317-02.50CED,1,BELLA D_Cedar + -02.50
